Cost_ID,Asset_ID,WorkOrder_ID,Maintenance_ID,Failure_ID,Cost_Date,Cost_Type,Labour_Cost,Parts_Cost,Contractor_Cost,Downtime_Cost,Other_Cost,Total_Cost,Currency
CST00210,AST0116,WO00210,MNT00210,,2026-07-10,Preventive Maintenance,96.5,62.8,0.0,0.0,16.07,175.37,GBP
CST00211,AST0116,WO00211,MNT00211,,2026-07-21,Preventive Maintenance,118.0,72.24,0.0,0.0,17.34,207.58,GBP
CST00212,AST0117,WO00212,MNT00212,,2026-07-18,Inspection,130.8,44.84,748.29,0.0,41.04,964.97,GBP
CST00213,AST0117,WO00213,MNT00213,,2026-07-27,Inspection,120.0,49.12,627.96,0.0,96.95,894.03,GBP
CST00214,AST0117,WO00214,MNT00214,,2026-07-24,Preventive Maintenance,177.0,262.34,0.0,0.0,25.79,465.13,GBP
CST00215,AST0118,WO00215,MNT00215,,2026-06-16,Preventive Maintenance,147.0,67.85,0.0,0.0,92.94,307.79,GBP
CST00216,AST0118,WO00216,MNT00216,,2026-06-30,Preventive Maintenance,233.35,175.89,0.0,0.0,28.0,437.24,GBP
CST00217,AST0118,WO00217,MNT00217,,2026-06-18,Preventive Maintenance,219.05,235.46,0.0,0.0,32.37,486.88,GBP
CST00218,AST0119,WO00218,MNT00218,,2026-06-25,Inspection,70.5,21.27,0.0,0.0,24.24,116.01,GBP
CST00219,AST0120,WO00219,MNT00219,,2026-07-18,Preventive Maintenance,149.05,52.15,0.0,0.0,28.86,230.06,GBP
CST00220,AST0121,WO00220,MNT00220,,2026-07-13,Inspection,74.5,29.06,0.0,0.0,48.11,151.67,GBP
CST00221,AST0122,WO00221,MNT00221,,2026-07-30,Inspection,62.15,26.63,569.77,0.0,13.44,671.99,GBP
CST00222,AST0122,WO00222,MNT00222,,2026-07-21,Preventive Maintenance,160.05,37.74,0.0,0.0,32.24,230.03,GBP
CST00223,AST0123,WO00223,MNT00223,,2026-07-07,Inspection,45.5,40.49,0.0,0.0,68.15,154.14,GBP
CST00224,AST0124,WO00224,MNT00224,,2026-06-30,Inspection,194.5,38.01,0.0,0.0,47.16,279.67,GBP
CST00225,AST0125,WO00225,MNT00225,,2026-07-13,Preventive Maintenance,29.0,135.32,0.0,0.0,92.95,257.27,GBP
CST00226,AST0125,WO00226,MNT00226,,2026-06-24,Inspection,123.6,41.53,0.0,0.0,12.43,177.56,GBP
CST00227,AST0126,WO00227,MNT00227,,2026-06-02,Inspection,164.0,36.54,0.0,0.0,18.12,218.66,GBP
CST00228,AST0126,WO00228,MNT00228,,2026-08-16,Preventive Maintenance,192.0,38.62,0.0,0.0,57.45,288.07,GBP
CST00229,AST0127,WO00229,MNT00229,,2026-07-12,Inspection,202.4,42.09,0.0,0.0,79.53,324.02,GBP
CST00230,AST0128,WO00230,MNT00230,,2026-08-22,Preventive Maintenance,216.7,76.46,0.0,0.0,16.43,309.59,GBP
CST00231,AST0128,WO00231,MNT00231,,2026-08-22,Preventive Maintenance,39.65,248.08,0.0,0.0,52.31,340.04,GBP
CST00232,AST0129,WO00232,MNT00232,,2026-08-07,Preventive Maintenance,72.6,120.47,0.0,0.0,39.24,232.31,GBP
CST00233,AST0129,WO00233,MNT00233,,2026-08-11,Inspection,158.0,40.83,0.0,0.0,37.69,236.52,GBP
CST00234,AST0130,WO00234,MNT00234,,2026-08-05,Preventive Maintenance,133.0,149.55,0.0,0.0,74.76,357.31,GBP
CST00235,AST0130,WO00235,MNT00235,,2026-07-23,Preventive Maintenance,60.0,160.76,0.0,0.0,89.96,310.72,GBP
CST00236,AST0131,WO00236,MNT00236,,2026-07-28,Preventive Maintenance,237.0,127.49,0.0,0.0,90.65,455.14,GBP
CST00237,AST0131,WO00237,MNT00237,,2026-07-27,Preventive Maintenance,109.0,194.79,1142.84,0.0,62.77,1509.4,GBP
CST00238,AST0132,WO00238,MNT00238,,2026-06-05,Inspection,35.2,16.75,0.0,0.0,79.4,131.35,GBP
CST00239,AST0132,WO00239,MNT00239,,2026-08-05,Preventive Maintenance,43.0,193.62,0.0,0.0,89.39,326.01,GBP
CST00240,AST0133,WO00240,MNT00240,,2026-06-30,Preventive Maintenance,98.4,240.81,0.0,0.0,31.17,370.38,GBP
CST00241,AST0133,WO00241,MNT00241,,2026-08-21,Inspection,203.4,12.42,0.0,0.0,3.35,219.17,GBP
CST00242,AST0134,WO00242,MNT00242,,2026-06-04,Preventive Maintenance,190.45,179.57,0.0,0.0,87.68,457.7,GBP
CST00243,AST0134,WO00243,MNT00243,,2026-07-26,Preventive Maintenance,136.5,115.78,0.0,0.0,11.06,263.34,GBP
CST00244,AST0135,WO00244,MNT00244,,2026-07-31,Preventive Maintenance,178.8,257.01,0.0,0.0,39.73,475.54,GBP
CST00245,AST0135,WO00245,MNT00245,,2026-07-17,Preventive Maintenance,132.0,243.24,0.0,0.0,22.93,398.17,GBP
CST00246,AST0136,WO00246,MNT00246,,2026-06-01,Preventive Maintenance,109.0,222.23,0.0,0.0,64.11,395.34,GBP
CST00247,AST0136,WO00247,MNT00247,,2026-07-11,Preventive Maintenance,46.15,214.31,0.0,0.0,25.18,285.64,GBP
CST00248,AST0136,WO00248,MNT00248,,2026-07-23,Preventive Maintenance,107.25,116.79,0.0,0.0,90.85,314.89,GBP
CST00249,AST0137,WO00249,MNT00249,,2026-06-29,Inspection,69.55,29.17,0.0,0.0,46.2,144.92,GBP
CST00250,AST0138,WO00250,MNT00250,,2026-06-14,Preventive Maintenance,111.5,285.24,0.0,0.0,58.62,455.36,GBP
CST00251,AST0138,WO00251,MNT00251,,2026-08-29,Preventive Maintenance,30.5,161.65,0.0,0.0,1.81,193.96,GBP
CST00252,AST0139,WO00252,MNT00252,,2026-08-22,Inspection,224.9,43.61,0.0,0.0,56.51,325.02,GBP
CST00253,AST0140,WO00253,MNT00253,,2026-07-10,Preventive Maintenance,176.5,215.06,0.0,0.0,70.72,462.28,GBP
CST00254,AST0141,WO00254,MNT00254,,2026-07-31,Preventive Maintenance,139.5,62.71,0.0,0.0,60.67,262.88,GBP
CST00255,AST0142,WO00255,MNT00255,,2026-06-23,Preventive Maintenance,171.5,138.76,0.0,0.0,93.44,403.7,GBP
CST00256,AST0142,WO00256,MNT00256,,2026-06-20,Preventive Maintenance,135.5,279.16,0.0,0.0,11.32,425.98,GBP
CST00257,AST0142,WO00257,MNT00257,,2026-06-24,Preventive Maintenance,42.0,295.76,0.0,0.0,12.47,350.23,GBP
CST00258,AST0143,WO00258,MNT00258,,2026-06-06,Preventive Maintenance,53.5,277.84,0.0,0.0,51.88,383.22,GBP
CST00259,AST0143,WO00259,MNT00259,,2026-07-23,Preventive Maintenance,90.2,185.56,0.0,0.0,5.48,281.24,GBP
CST00260,AST0144,WO00260,MNT00260,,2026-06-27,Preventive Maintenance,91.3,113.86,0.0,0.0,0.46,205.62,GBP
CST00261,AST0144,WO00261,MNT00261,,2026-07-24,Inspection,68.5,16.67,0.0,0.0,53.74,138.91,GBP
CST00262,AST0145,WO00262,MNT00262,,2026-08-23,Preventive Maintenance,131.0,277.56,0.0,0.0,34.7,443.26,GBP
CST00263,AST0145,WO00263,MNT00263,,2026-08-09,Preventive Maintenance,230.1,226.5,0.0,0.0,22.46,479.06,GBP
CST00264,AST0145,WO00264,MNT00264,,2026-07-11,Preventive Maintenance,85.15,146.68,0.0,0.0,17.64,249.47,GBP
CST00265,AST0146,WO00265,MNT00265,,2026-07-16,Preventive Maintenance,43.0,159.54,0.0,0.0,91.48,294.02,GBP
CST00266,AST0147,WO00266,MNT00266,,2026-07-22,Inspection,31.2,18.12,0.0,0.0,63.23,112.55,GBP
CST00267,AST0148,WO00267,MNT00267,,2026-07-23,Inspection,138.0,0.65,0.0,0.0,17.8,156.45,GBP
CST00268,AST0149,WO00268,MNT00268,,2026-08-09,Preventive Maintenance,60.0,289.1,0.0,0.0,41.46,390.56,GBP
CST00269,AST0150,WO00269,MNT00269,,2026-06-06,Inspection,142.5,4.27,0.0,0.0,50.22,196.99,GBP
CST00270,AST0150,WO00270,MNT00270,,2026-06-04,Inspection,160.6,29.77,962.46,0.0,20.99,1173.82,GBP
CST00271,AST0005,WO00271,MNT00271,FLR0001,2026-08-29,Corrective Maintenance,157.3,1092.96,0.0,951.0,19.07,2220.33,GBP
CST00272,AST0009,WO00272,MNT00272,FLR0002,2026-07-03,Corrective Maintenance,162.6,188.38,0.0,894.0,56.48,1301.46,GBP
CST00273,AST0009,WO00273,MNT00273,FLR0003,2026-08-13,Corrective Maintenance,126.6,218.99,0.0,711.0,45.33,1101.92,GBP
CST00274,AST0009,WO00274,MNT00274,FLR0004,2026-07-22,Emergency Repair,943.5,1548.78,0.0,17810.0,40.08,20342.36,GBP
CST00275,AST0018,WO00275,MNT00275,FLR0005,2026-08-12,Corrective Maintenance,393.0,737.62,0.0,5436.0,18.19,6584.81,GBP
CST00276,AST0020,WO00276,MNT00276,FLR0006,2026-07-02,Corrective Maintenance,651.6,1054.87,0.0,6228.0,37.33,7971.8,GBP
CST00277,AST0025,WO00277,MNT00277,FLR0007,2026-08-25,Corrective Maintenance,47.0,434.28,0.0,216.0,40.87,738.15,GBP
CST00278,AST0025,WO00278,MNT00278,FLR0008,2026-08-09,Corrective Maintenance,212.3,176.66,0.0,1317.0,71.6,1777.56,GBP
CST00279,AST0029,WO00279,MNT00279,FLR0009,2026-07-23,Emergency Repair,1797.0,1817.85,460.87,27270.0,23.11,31368.83,GBP
CST00280,AST0038,WO00280,MNT00280,FLR0010,2026-07-26,Corrective Maintenance,133.0,855.49,348.9,1047.0,79.99,2464.38,GBP
CST00281,AST0041,WO00281,MNT00281,FLR0011,2026-07-08,Emergency Repair,797.5,857.09,0.0,15520.0,23.82,17198.41,GBP
CST00282,AST0041,WO00282,MNT00282,FLR0012,2026-06-25,Corrective Maintenance,67.2,254.41,0.0,276.0,72.23,669.84,GBP
CST00283,AST0045,WO00283,MNT00283,FLR0013,2026-08-06,Corrective Maintenance,25.0,1048.48,0.0,81.0,39.72,1194.2,GBP
CST00284,AST0053,WO00284,MNT00284,FLR0014,2026-07-09,Corrective Maintenance,59.15,851.49,0.0,244.5,29.31,1184.45,GBP
CST00285,AST0061,WO00285,MNT00285,FLR0015,2026-07-22,Corrective Maintenance,103.8,1091.15,331.23,681.0,20.79,2227.97,GBP
CST00286,AST0061,WO00286,MNT00286,FLR0016,2026-08-24,Corrective Maintenance,212.5,177.86,0.0,3372.0,58.3,3820.66,GBP
CST00287,AST0067,WO00287,MNT00287,FLR0017,2026-07-01,Corrective Maintenance,191.4,592.5,0.0,1293.0,81.74,2158.64,GBP
CST00288,AST0074,WO00288,MNT00288,FLR0018,2026-06-29,Corrective Maintenance,120.45,508.91,0.0,747.0,37.97,1414.33,GBP
CST00289,AST0075,WO00289,MNT00289,FLR0019,2026-07-21,Corrective Maintenance,315.25,769.81,0.0,3138.0,62.41,4285.47,GBP
CST00290,AST0078,WO00290,MNT00290,FLR0020,2026-06-19,Corrective Maintenance,177.5,579.88,0.0,1263.0,43.61,2063.99,GBP
CST00291,AST0080,WO00291,MNT00291,FLR0021,2026-06-14,Corrective Maintenance,138.05,459.19,0.0,984.0,76.36,1657.6,GBP
CST00292,AST0081,WO00292,MNT00292,FLR0022,2026-08-08,Corrective Maintenance,208.0,297.12,0.0,3186.0,48.74,3739.86,GBP
CST00293,AST0085,WO00293,MNT00293,FLR0023,2026-08-22,Corrective Maintenance,258.5,1089.28,0.0,3636.0,42.52,5026.3,GBP
CST00294,AST0095,WO00294,MNT00294,FLR0024,2026-07-24,Emergency Repair,1613.15,544.94,0.0,34660.0,54.16,36872.25,GBP
CST00295,AST0097,WO00295,MNT00295,FLR0025,2026-08-18,Corrective Maintenance,157.0,815.15,0.0,1218.0,13.94,2204.09,GBP
CST00296,AST0097,WO00296,MNT00296,FLR0026,2026-06-05,Corrective Maintenance,42.0,1026.68,0.0,144.0,52.57,1265.25,GBP
CST00297,AST0100,WO00297,MNT00297,FLR0027,2026-07-02,Corrective Maintenance,167.2,330.26,0.0,1338.0,1.84,1837.3,GBP
CST00298,AST0100,WO00298,MNT00298,FLR0028,2026-06-08,Corrective Maintenance,70.8,1110.01,797.69,285.0,27.41,2290.91,GBP
CST00299,AST0100,WO00299,MNT00299,FLR0029,2026-06-07,Corrective Maintenance,27.5,731.89,0.0,156.0,82.97,998.36,GBP
CST00300,AST0103,WO00300,MNT00300,FLR0030,2026-08-07,Emergency Repair,1192.8,912.84,380.04,18900.0,90.0,21475.68,GBP
CST00301,AST0107,WO00301,MNT00301,FLR0031,2026-07-04,Corrective Maintenance,346.8,1067.58,0.0,4224.0,60.05,5698.43,GBP
CST00302,AST0109,WO00302,MNT00302,FLR0032,2026-07-22,Corrective Maintenance,268.2,848.29,0.0,1455.0,91.44,2662.93,GBP
CST00303,AST0115,WO00303,MNT00303,FLR0033,2026-08-26,Emergency Repair,1936.5,1337.54,0.0,35040.0,51.89,38365.93,GBP
CST00304,AST0133,WO00304,MNT00304,FLR0034,2026-08-27,Emergency Repair,845.35,593.93,0.0,14440.0,73.8,15953.08,GBP
CST00305,AST0133,WO00305,MNT00305,FLR0035,2026-07-07,Emergency Repair,1186.5,665.6,0.0,24170.0,24.53,26046.63,GBP
CST00306,AST0139,WO00306,MNT00306,FLR0036,2026-07-01,Corrective Maintenance,36.3,558.76,0.0,135.0,35.57,765.63,GBP
CST00307,AST0139,WO00307,MNT00307,FLR0037,2026-08-28,Corrective Maintenance,244.2,905.0,0.0,3522.0,56.64,4727.84,GBP
CST00308,AST0142,WO00308,MNT00308,FLR0038,2026-07-28,Corrective Maintenance,176.8,649.85,0.0,969.0,93.68,1889.33,GBP
CST00309,AST0142,WO00309,MNT00309,FLR0039,2026-08-03,Corrective Maintenance,135.85,919.2,0.0,786.0,3.12,1844.17,GBP
CST00310,AST0147,WO00310,MNT00310,FLR0040,2026-06-27,Corrective Maintenance,96.25,425.38,0.0,615.0,5.14,1141.77,GBP
